"mean_month_doy","temp_mean_month_doy"
15,8.43032786885246
45,5.70716889428919
76,6.06501326801388
106,8.31818181818182
137,11.0580808080808
167,22.7349693251534
198,19.3665071770335
228,19.169
259,18.208
289,14.9344827586207
320,12.4758620689655
350,10.1836228287841
